序号,提交答卷时间,所用时间,来源,来自IP,1、您的年龄：,2、性别：,3、月收入:,4、职业：,5、学历：,6、居住地：,7、您的籍贯是否为湖南地区：,8、您是否线下观看过浏阳烟花,9、您认为传承浏阳烟花重要性：,10、您对浏阳烟花是否感兴趣：,11、您对于浏阳烟花是否了解：,12、您更喜欢哪一类浏阳烟花产品,13、您更喜欢哪种浏阳烟花演出形式,14、您对浏阳烟花的满意程度—造型,14、色彩,14、节奏,14、配乐,14、创意,14、主题,14、观赏环境,14、燃放效果,14、欣赏难度,14、宣传工作,14、价格,14、安全隐患,14、环保指标,15、您主要是通过哪些途径接触和了解到浏阳烟花的？(线下节庆现场观赏),15、(电视烟花晚会/直播),15、(短视频),15、(亲友同事分享),15、(线下/电商购买烟花),15、(新闻媒体报道),15、(文旅宣传/景区推荐),15、(其他（请注明）),15、(从未了解过),16、您认为浏阳烟花与哪些形式结合更利于它的传承与发展(文旅融合（烟花观赏＋景区游览）),16、(节庆赛事（烟花晚会＋特色节庆）),16、(数字传播（短视频＋直播实景）),16、(非遗科普（研学体验+文化讲解）),16、(文创开发（烟花周边＋文创产品）),16、(科技赋能（智能烟花+特效研发）),16、(跨界合作（影视综艺+品牌联名）),16、(其他（自填）),17、请选择符合您实际情况的选项—欣赏浏阳烟花非遗展演是文化素养的体现,17、观看浏阳烟花创意秀会给您带来愉悦体验,17、了解浏阳烟花会让您收获传统文化认知,17、参与浏阳烟花活动能助力其非遗传承与产业发展,18、请选择符合您实际情况的选项—家中长辈参与浏阳烟花非遗活动，会带动您参与,18、亲朋好友推荐浏阳烟花活动，会促使您一同参与,18、媒体对浏阳烟花的宣传，会吸引您关注相关活动,18、明星/博主推广浏阳烟花，会提升您的参与兴趣,19、请选择符合您实际情的选项—您有时间参与浏阳烟花非遗相关活动,19、您能承担浏阳烟花展演门票、文创产品的费用,19、您具备欣赏浏阳烟花非遗艺术特色的审美能力,20、请根据您的实际情况，选择最符合您态度的选项：—您愿意了解浏阳烟花的相关知识,20、您愿意参与免费的浏阳烟花相关活动,20、您愿意参与付费的浏阳烟花相关活动,20、您愿意对浏阳烟花进行宣传,21、在过去一年中，您参与以下浏阳烟花相关活动的频率为—现场观看浏阳烟花节、主题烟花秀或大型烟花无人机表演,21、通过短视频、直播平台观看浏阳烟花相关内容,21、关注与浏阳烟花相关的官方账号、媒体报道或纪录片,21、参观浏阳烟花博物馆、非遗工坊或生产展示基地,21、参与浏阳烟花主题的文旅活动、研学项目或文化节,21、购买或收藏浏阳烟花主题文创产品或纪念品,22、您可以接受一年内在浏阳烟花相关文化活动或产品上的支出为：,23、本题请选D,所用时间_数值
845,2026/2/27 17:22:03,185秒,微信,125.109.55.17(浙江-温州),4,2,2,2,4,5,1,1,2,2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,2,1,3,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,4,185
846,2026/2/27 17:22:10,222秒,微信,49.71.142.136(江苏-泰州),3,1,2,1,4,2,1,1,3,3,3.0,3.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,5,5,5,3,3,4,3,4,4,4,4,4,4,4,3,4,2,4,2,4,2,1,4,222
847,2026/2/27 17:22:18,260秒,微信,171.213.140.57(四川-成都),2,1,2,3,3,2,1,2,4,4,4.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,4,4,5,3,5,5,5,5,3,3,3,4,4,5,4,2,2,5,2,2,2,2,4,260
849,2026/2/27 17:22:58,144秒,微信,36.35.136.141(安徽-滁州),3,2,2,2,4,9,1,2,2,2,2.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,5,4,4,5,5,5,5,5,3,3,3,4,4,4,4,4,4,4,4,3,4,2,4,144
850,2026/2/27 17:23:07,145秒,微信,180.117.17.104(江苏-苏州),2,1,4,2,3,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,2,2,2,2,2,1,1,1,3,3,3,4,2,2,2,2,2,2,2,4,145
851,2026/2/27 17:23:18,212秒,微信,49.71.143.229(江苏-泰州),2,1,4,2,2,1,1,2,5,3,4.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,5,5,4,4,4,4,4,5,5,3,4,2,3,3,2,4,4,3,4,4,4,1,4,212
853,2026/2/27 17:23:42,299秒,微信,218.5.197.166(福建-漳州),2,2,3,2,2,5,1,1,4,5,4.0,5.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,4,3,3,4,4,4,4,4,1,1,1,5,3,5,5,4,3,4,4,4,4,2,4,299
854,2026/2/27 17:26:39,255秒,微信,144.255.44.192(山东-烟台),2,2,2,3,4,8,2,1,3,3,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,3,3,3,3,1,1,1,1,2,3,2,4,4,4,4,2,2,2,5,1,2,1,4,255
855,2026/2/27 17:26:53,210秒,微信,59.56.212.22(福建-泉州),3,1,4,2,2,1,2,1,3,3,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,3,3,3,3,3,3,3,3,2,2,3,3,3,4,3,4,4,3,4,3,4,4,4,210
856,2026/2/27 17:27:04,298秒,微信,116.169.18.58(四川-泸州),2,1,2,3,4,2,1,2,4,5,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,4,5,4,4,3,3,4,3,5,5,5,4,4,5,4,4,4,4,3,3,4,1,4,298
857,2026/2/27 17:27:16,164秒,微信,42.84.88.149(辽宁-大连),2,2,3,2,4,6,1,1,4,5,4.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,4,4,4,2,4,5,4,4,4,4,4,3,3,3,3,4,4,2,4,4,3,2,4,164
858,2026/2/27 17:27:25,142秒,微信,49.64.219.245(江苏-苏州),3,2,4,3,4,4,1,1,4,4,4.0,4.0,1.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,4,4,3,3,2,4,4,4,4,4,4,4,4,5,5,5,5,5,5,1,4,142
860,2026/2/27 17:27:52,125秒,微信,117.82.217.178(江苏-苏州),2,2,3,2,4,5,1,2,4,4,4.0,4.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,4,5,5,3,1,4,125
863,2026/2/27 17:28:19,195秒,微信,60.169.115.126(安徽-芜湖),3,2,2,2,3,4,1,1,2,2,2.0,1.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,4,4,4,3,5,5,3,5,5,4,3,4,4,5,4,4,4,4,3,4,3,4,4,195
865,2026/2/27 17:28:41,177秒,微信,125.109.63.218(浙江-温州),2,2,2,2,1,2,1,2,5,5,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,3,3,3,4,4,4,4,2,1,1,3,3,2,3,4,4,3,4,4,4,3,4,177
866,2026/2/27 17:29:04,215秒,微信,121.228.148.94(江苏-苏州),3,2,3,2,5,4,1,2,4,3,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,4,4,5,2,3,4,4,3,3,3,4,3,3,2,3,3,1,2,3,3,4,2,4,215
867,2026/2/27 17:29:15,225秒,微信,116.26.4.45(广东-汕头),2,2,4,2,5,8,1,2,2,3,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,2,2,2,3,2,2,2,3,2,2,3,2,2,2,2,2,3,3,2,4,225
868,2026/2/27 17:29:24,200秒,微信,60.167.52.8(安徽-芜湖),4,2,1,3,3,2,2,1,5,5,5.0,4.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,3,3,3,3,3,3,2,4,4,4,4,4,4,3,5,5,5,1,4,200
869,2026/2/27 17:29:32,267秒,微信,123.182.211.77(河北-邯郸),2,2,4,2,3,9,2,1,2,2,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,2,1,2,4,4,4,3,2,2,2,2,2,1,2,3,3,4,3,4,3,1,4,267
870,2026/2/27 17:29:41,142秒,微信,42.179.218.124(辽宁-鞍山),3,2,4,2,4,9,1,1,4,4,4.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,2.0,2.0,1.0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,4,4,5,4,4,4,4,4,3,4,3,5,5,5,5,1,2,1,1,1,1,2,4,142
871,2026/2/27 17:29:53,296秒,微信,119.41.201.221(海南-三亚),3,1,4,2,1,5,1,2,4,4,4.0,4.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,5,4,4,5,3,3,2,3,5,5,5,5,5,4,3,5,5,5,5,5,5,5,4,296
872,2026/2/27 17:30:07,219秒,微信,123.182.210.113(河北-邯郸),2,1,2,2,5,1,2,1,2,2,2.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,4,2,2,1,1,1,2,1,3,1,1,1,1,3,1,1,1,1,1,1,2,4,219
873,2026/2/27 17:30:21,151秒,微信,106.119.248.185(河北-唐山),4,1,2,2,1,3,1,1,5,2,5.0,5.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,5,5,5,5,5,5,3,5,5,1,5,4,3,3,4,5,4,5,5,4,5,2,4,151
874,2026/2/27 17:30:31,167秒,微信,42.57.17.232(辽宁-抚顺),2,2,4,2,3,9,1,2,3,3,3.0,2.0,1.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,3,3,4,3,3,3,4,3,3,4,2,3,5,2,3,3,3,3,1,3,3,2,4,167
875,2026/2/27 17:30:39,203秒,微信,49.85.115.153(江苏-泰州),4,1,4,2,1,2,1,1,3,4,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,4,4,4,4,4,1,4,4,5,5,4,3,3,3,3,5,5,5,5,5,5,2,4,203
876,2026/2/27 17:30:48,130秒,微信,42.58.35.14(辽宁-抚顺),2,2,2,3,4,8,1,1,4,4,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,2,2,2,1,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,2,1,1,4,130
877,2026/2/27 17:30:55,270秒,微信,180.120.1.123(江苏-南通),4,1,1,2,4,9,1,1,3,4,3.0,4.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,3,2,4,3,5,5,3,5,5,5,5,5,5,5,4,4,4,5,4,5,4,3,4,270
879,2026/2/27 17:31:18,182秒,微信,117.29.73.125(福建-南平),3,2,3,4,4,9,1,2,4,3,4.0,4.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,4,3,5,4,3,3,3,3,4,5,4,3,3,3,3,2,4,2,2,1,2,2,4,182
881,2026/2/27 17:34:27,198秒,微信,125.115.208.68(浙江-宁波),4,2,3,2,4,1,2,1,4,4,4.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,4,4,4,3,5,5,5,4,2,1,2,5,5,5,5,5,5,3,5,5,5,4,4,198
882,2026/2/27 17:34:38,184秒,微信,49.70.0.217(江苏-宿迁),3,2,3,2,2,4,1,2,5,5,5.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,5,5,5,4,4,5,2,4,5,4,5,5,5,5,5,4,4,4,5,4,4,2,4,184
885,2026/2/27 17:38:00,155秒,微信,175.165.163.8(辽宁-葫芦岛),2,1,2,2,3,4,1,2,5,4,4.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,4,2,4,4,3,4,3,4,3,3,3,3,1,4,4,4,3,2,4,4,4,155
886,2026/2/27 17:38:14,281秒,微信,222.133.152.150(山东-日照),3,2,3,2,2,7,1,1,5,5,5.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,4,3,3,5,5,5,3,5,3,3,3,4,4,1,5,5,5,4,5,5,4,4,4,281
889,2026/2/27 17:38:50,257秒,微信,27.150.252.118(福建-莆田),2,1,2,2,4,3,1,1,3,3,3.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,3,3,2,1,4,4,4,4,4,3,4,4,4,5,4,2,2,2,2,2,3,1,4,257
890,2026/2/27 17:39:00,240秒,微信,49.71.161.74(江苏-泰州),3,2,3,2,3,2,2,1,3,3,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,5,4,5,5,4,2,3,4,5,5,5,5,4,4,5,5,5,5,5,4,4,2,4,240
891,2026/2/27 17:39:12,191秒,微信,175.155.181.42(四川-泸州),3,1,3,2,3,1,1,1,4,5,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,5,4,5,4,4,5,4,4,4,4,5,4,4,3,4,4,4,3,3,3,4,2,4,191
892,2026/2/27 17:39:23,288秒,微信,114.224.150.116(江苏-无锡),3,1,2,3,2,9,1,1,2,2,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,1,1,3,3,3,3,3,3,3,2,1,2,1,2,2,1,2,4,288
894,2026/2/27 17:40:06,132秒,微信,36.6.144.98(安徽-淮北),2,2,3,2,4,2,1,1,5,5,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,4,4,4,3,5,5,5,5,2,3,2,4,4,4,4,5,5,4,5,5,5,2,4,132
895,2026/2/27 17:40:15,267秒,微信,1.199.160.141(河南-三门峡),2,1,2,3,5,9,2,2,4,4,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,3,3,5,3,4,4,4,2,5,5,3,4,4,3,4,3,3,3,3,3,3,1,4,267
896,2026/2/27 17:40:27,137秒,微信,110.87.250.184(福建-三明),2,2,3,2,2,9,1,2,3,2,3.0,3.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,4,3,5,5,5,5,5,5,4,5,5,3,3,5,5,4,5,5,5,2,4,137
897,2026/2/27 17:40:36,281秒,微信,140.237.38.232(福建-莆田),3,2,4,2,3,2,1,2,5,5,5.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,5,4,3,4,5,5,4,5,3,3,3,4,4,4,4,3,3,3,4,3,3,4,4,281
898,2026/2/27 17:40:49,266秒,微信,27.22.66.220(湖北-襄阳),2,2,2,2,3,2,1,1,3,3,3.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,2,2,2,4,2,2,2,1,3,2,3,4,2,4,4,1,1,1,2,1,1,1,4,266
900,2026/2/27 17:41:07,124秒,微信,115.226.248.30(浙江-丽水),2,2,1,2,4,9,1,1,3,3,4.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,5,5,4,5,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,2,4,124
901,2026/2/27 17:41:15,142秒,微信,222.76.57.166(福建-福州),2,2,1,2,2,4,1,2,3,3,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,4,4,4,4,5,5,5,5,4,4,4,5,5,2,5,4,4,4,4,5,5,2,4,142
903,2026/2/27 17:41:41,158秒,微信,218.71.40.246(浙江-温州),2,2,1,2,3,2,1,1,4,4,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,1.0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,2,1,1,2,2,3,1,1,1,1,2,2,2,2,3,3,3,3,3,3,2,4,158
904,2026/2/27 17:41:47,243秒,微信,114.239.233.137(江苏-宿迁),2,2,2,2,1,8,2,1,3,2,4.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,3,1,1,3,3,3,2,1,1,2,2,2,2,2,1,2,2,4,243
906,2026/2/27 17:42:07,224秒,微信,27.28.178.68(湖北-咸宁),3,1,2,2,5,3,1,1,4,5,5.0,4.0,1.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,4,5,4,4,4,4,4,3,3,4,4,4,4,4,5,5,4,2,5,5,2,4,224
907,2026/2/27 17:42:14,140秒,微信,116.208.205.44(湖北-随州),2,2,4,3,3,9,1,1,3,3,3.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,3,2,3,4,4,4,3,4,1,2,1,4,4,4,4,1,2,1,1,2,1,2,4,140
908,2026/2/27 17:42:21,162秒,微信,114.225.133.85(江苏-无锡),2,1,2,2,3,9,1,2,2,2,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,2,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,1,1,2,1,2,1,4,162
909,2026/2/27 17:42:28,167秒,微信,113.76.235.246(广东-珠海),2,2,4,2,1,2,1,1,5,4,3.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,4,5,4,4,3,1,4,3,3,3,4,4,4,4,5,4,5,4,5,5,4,4,167
910,2026/2/27 17:42:45,165秒,微信,121.63.173.91(湖北-襄阳),3,1,3,2,4,1,1,2,4,3,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,5.0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,5,5,5,3,5,5,5,4,5,5,5,2,2,3,3,5,4,4,5,5,5,4,4,165
911,2026/2/27 17:42:58,287秒,微信,113.236.117.246(辽宁-抚顺),2,1,3,2,3,2,2,1,4,4,4.0,4.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,4,3,4,4,5,5,5,5,4,4,3,3,3,3,3,5,5,5,5,5,4,2,4,287
912,2026/2/27 17:43:04,226秒,微信,123.181.235.184(河北-秦皇岛),2,1,2,2,4,8,1,2,2,4,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,3,3,3,3,3,3,3,3,3,2,2,1,2,4,4,5,3,4,5,2,4,226
913,2026/2/27 17:43:15,157秒,微信,222.76.58.235(福建-福州),3,1,2,1,4,9,1,2,5,5,4.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,4,4,3,4,5,5,5,5,5,4,5,5,5,5,4,4,3,4,4,4,4,3,4,157
914,2026/2/27 17:43:26,127秒,微信,27.29.166.142(湖北-襄阳),2,2,3,4,4,9,1,2,2,2,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,2,2,2,2,2,2,4,2,1,2,1,1,3,2,4,4,5,4,4,4,2,4,127
915,2026/2/27 17:43:38,124秒,微信,116.208.196.102(湖北-随州),3,2,4,2,4,3,2,1,4,4,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,5,5,5,3,4,4,2,4,5,5,4,5,5,5,5,4,4,4,4,4,4,3,4,124
916,2026/2/27 17:43:46,298秒,微信,123.188.113.118(辽宁-抚顺),2,1,2,1,4,3,1,1,4,4,4.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,3,2,3,3,5,4,4,4,2,2,4,2,1,2,2,5,5,5,5,5,5,2,4,298
917,2026/2/27 17:44:01,250秒,微信,123.182.212.165(河北-邯郸),2,1,2,2,4,8,1,1,3,3,3.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,5,3,4,4,2,3,2,1,4,4,4,3,3,3,3,2,3,2,1,2,2,1,4,250
918,2026/2/27 17:44:13,162秒,微信,49.76.73.228(江苏-无锡),2,1,2,2,2,7,1,2,4,4,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,4,5,2,5,4,5,3,5,3,3,1,5,5,5,5,4,3,4,4,4,4,2,4,162
919,2026/2/27 17:44:19,145秒,微信,36.35.131.248(安徽-滁州),2,1,2,2,1,5,1,2,4,4,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,3,4,3,2,4,3,4,4,4,4,4,2,3,2,3,5,4,5,5,4,4,1,4,145
920,2026/2/27 17:44:26,221秒,微信,218.71.31.142(浙江-温州),3,2,2,4,4,1,1,1,4,4,4.0,3.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,4,3,4,5,5,5,5,3,3,3,5,4,5,5,4,4,4,4,3,4,3,4,221
921,2026/2/27 17:44:39,208秒,微信,60.20.204.171(辽宁-大连),2,2,3,3,4,2,1,2,3,3,3.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,3,4,1,3,3,3,1,2,2,3,1,3,2,2,4,208
922,2026/2/27 17:44:51,135秒,微信,117.69.233.117(安徽-淮北),4,2,1,2,1,4,1,1,4,4,4.0,5.0,3.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,3,3,3,4,4,3,3,4,3,1,3,2,2,2,1,5,4,4,3,5,5,2,4,135
